,Unnamed: 0,ID,NAME,PARENT_ID,LOGIN,COL_754,COL_755,COL_756,COL_757,COL_758,COL_759,COL_760,COL_761,COL_762,COL_763,COL_764,COL_765,COL_766,COL_767,COL_769,COL_770,COL_771,COL_772,COL_775,COL_781,COL_782,COL_2156,COL_2463,COL_3163,COL_3243,COL_3363,COL_3468,COL_103506
12915,12915,137681306.0,ТАТЬЯНЫ МАКАРОВОЙ 2,,Tanya_3764,,,2007,,2048854,4,0,,8770,0,8770,,,,2048929,,0,0,,,2404708,,,68481453,,0,,
12916,12916,137681307.0,АМУРСКАЯ 19А,,adm20180821,Нет техпаспорта МосгорБТИ,,1966,,2048798,1,0,,231,0,231,,,,2048928,,0,0,,,2404709,,,68481453,,0,,
12917,12917,137681308.0,АМУРСКАЯ 19А,,adm20180821,Нет техпаспорта МосгорБТИ,,1966,,2048798,1,0,,113,0,113,,,,2048928,,0,0,,,2404710,,,68481453,,0,,
12918,12918,137681309.0,АМУРСКАЯ 19А,,adm20180821,Нет техпаспорта МосгорБТИ,,1966,,2048798,1,0,,324,0,324,,,,2048928,,0,0,,,2404711,,,68481453,,0,,
12919,12919,137681310.0,АМУРСКАЯ 19А,,adm20180821,Нет техпаспорта МосгорБТИ,,1966,,2048798,1,0,,594,0,594,,,,2048928,,0,0,,,2404712,,,68481453,,0,,
12920,12920,137681311.0,АМУРСКАЯ 19А,,adm20180821,Нет техпаспорта МосгорБТИ,,1966,,2048798,1,0,,16,0,16,,,,2048935,,0,0,,,2404713,,,68481453,,0,,
12921,12921,137681312.0,РУДНЕВКА 29,,Tanya_3764,,,2011,,2048912,1,0,,6135,0,6135,,,,2048936,,1,0,,,2404714,,,68481453,,0,,
12922,12922,137681313.0,АМУРСКАЯ 1,,Tanya_3764,,,2007,,2048798,3,0,,16860,0,16860,,,,2048941,,0,0,,,2404715,,,68481453,,0,,
12923,12923,137681314.0,ЛУХМАНОВСКАЯ 35,,adm20180821,Нет техпаспорта МосгорБТИ,,2007,,2048798,1,0,,24,0,24,,,,2048929,,0,0,,,2404716,,,68481453,,0,,
12924,12924,137681315.0,РУДНЕВКА 43А,,Tanya_3764,,,2011,,2048798,9,0,,46418,0,46418,,,,2048936,,2,0,,,2404717,,,68481453,,0,,
12925,12925,137681316.0,ЛУХМАНОВСКАЯ 29,,Tanya_3764,,,2007,,2048798,1,0,,219,0,219,,,,2048929,,0,0,,,2404718,,,68481453,,0,,
12926,12926,137681317.0,ЛУХМАНОВСКАЯ 26А,,Tanya_3764,,,2007,,2048854,4,0,,6839,0,6839,,,,2048929,,0,0,,,2404719,,,68481453,,0,,
12927,12927,137681318.0,БОЛЬШАЯ ОЛЕНЬЯ 18,,adm20180821,Нет техпаспорта МосгорБТИ,,1977,,2048912,1,0,,104,0,104,,,,2048930,,0,0,,,2404720,,,68481453,,0,,
12928,12928,137681319.0,БОЛЬШАЯ ОЛЕНЬЯ 18,,adm20180821,Нет техпаспорта МосгорБТИ,,1977,,2048912,1,0,,95,0,95,,,,2048930,,0,0,,,2404721,,,68481453,,0,,
12929,12929,137681320.0,БОЛЬШАЯ ОЛЕНЬЯ 18,,adm20180821,Нет техпаспорта МосгорБТИ,,1977,,2048912,1,0,,52,0,52,,,,2048928,,0,0,,,2404722,,,68481453,,0,,
12930,12930,137681321.0,БОЛЬШАЯ ОЛЕНЬЯ 18,,adm20180821,Нет техпаспорта МосгорБТИ,,1977,,2048912,1,0,,81,0,81,,,,2048928,,0,0,,,2404723,,,68481453,,0,,
12931,12931,137681322.0,ИБРАГИМОВА 35,,adm20180821,Нет техпаспорта МосгорБТИ,,0,,2048912,1,0,,176,0,176,,,,2048935,,0,0,,,2404724,,,68481453,,0,,
12932,12932,137681323.0,ИБРАГИМОВА 35,,adm20180821,Нет техпаспорта МосгорБТИ,,0,,2048912,1,0,,683,0,683,,,,2048935,,0,0,,,2404725,,,68481453,,0,,
12933,12933,137681324.0,ИБРАГИМОВА 35,,adm20180821,Нет техпаспорта МосгорБТИ,,0,,2048912,1,0,,107,0,107,,,,2048935,,0,0,,,2404726,,,68481453,,0,,
12934,12934,137681325.0,ЛУХМАНОВСКАЯ 30А,,Tanya_3764,,,2007,,2048816,3,0,,1824,0,1824,,,,2048929,,0,0,,,2404727,,,68481453,,0,,
12936,12936,137681327.0,ПОТЕШНАЯ 5А,,adm20180821,Нет техпаспорта МосгорБТИ,,1996,,2048912,1,0,,68,0,68,,,,2048928,,0,0,,,2404746,,,68481453,,0,,
12937,12937,137681328.0,СТРОМЫНКА 19А,,Tanya_3764,,,2007,,2048798,2,0,,560,0,560,,,,2048930,,0,0,,,2404747,,,68481453,,0,,
12940,12940,137681331.0,ЭЛЕКТРОЗАВОДСКАЯ 12Г,,adm20180821,Нет техпаспорта МосгорБТИ,,0,,2048912,1,0,,6,0,6,,,,2048931,,0,0,,,2404750,,,68481453,,0,,
12941,12941,137681332.0,ЭЛЕКТРОЗАВОДСКАЯ 21,,Tanya_3764,,,1930,,2048798,1,0,,16,0,16,,,,2048928,,0,0,,,2404751,,,68481453,,0,,
12942,12942,137681333.0,БОЛЬШАЯ ОСТРОУМОВСКАЯ 7,,Tanya_3764,,,1936,,2048798,4,0,,3748,0,3748,,,,2048928,,0,0,,,2404752,,,68481453,,0,,
12943,12943,137681334.0,ЕГЕРСКАЯ 4,,Tanya_3764,,,1998,,2048798,4,0,,7884,0,7884,,,,2048929,,0,0,,,2404753,,,68481453,,0,,
12944,12944,137681335.0,НИКОЛАЯ ХИМУШИНА 2/7,,adm20180821,Нет техпаспорта МосгорБТИ,,2003,,2048912,2,0,,329,0,329,,,,2048935,,0,0,,,2404754,,,68481453,,0,,
12946,12946,137681337.0,ТАГИЛЬСКАЯ 4,,adm20180821,Нет техпаспорта МосгорБТИ,,1966,,2048912,1,0,,431,0,431,,,,2048935,,0,0,,,2404758,,,68481453,,0,,
12947,12947,137681338.0,ТАГИЛЬСКАЯ 4,,adm20180821,Нет техпаспорта МосгорБТИ,,1960,,2048912,1,0,,153,0,153,,,,2048935,,0,0,,,2404760,,,68481453,,0,,
12948,12948,137681339.0,ТАГИЛЬСКАЯ 4,,adm20180821,Нет техпаспорта МосгорБТИ,,1949,,2048912,1,0,,70,0,70,,,,2048935,,0,0,,,2404761,,,68481453,,0,,
12949,12949,137681340.0,ТАГИЛЬСКАЯ 4,,adm20180821,Нет техпаспорта МосгорБТИ,,1949,,2048912,1,0,,22,0,22,,,,2048928,,0,0,,,2404762,,,68481453,,0,,
12951,12951,137681342.0,АМУРСКАЯ 21,,Tanya_3764,,,2008,,2048816,3,0,,2286,0,2286,,,,2048929,,0,0,,,2404852,,,68481453,,0,,
12952,12952,137681343.0,ЭЛЕКТРОЗАВОДСКАЯ 21,,adm20180821,Нет техпаспорта МосгорБТИ,,1975,,2048912,1,0,,0,0,0,,,,2048928,,0,0,,,2404891,,30034032,68481453,,0,,
12953,12953,137681344.0,ЭЛЕКТРОЗАВОДСКАЯ 21,,adm20180821,Нет техпаспорта МосгорБТИ,,1965,,2048912,1,0,,0,0,0,,,,2048928,,0,0,,,2404892,,30034032,68481453,,0,,
12954,12954,137681345.0,"Дом по адресу Рыбинская 1-я ул., д.3А",,adm20180821,Нет техпаспорта МосгорБТИ,,1998,,2048798,1,0,,280,0,280,,,,2048941,,0,0,,,2404893,,,68481453,,0,,
12956,12956,137681347.0,ЭЛЕКТРОЗАВОДСКАЯ 21,,adm20180821,Нет техпаспорта МосгорБТИ,,0,,2048912,1,0,,0,0,0,,,,2048935,,0,0,,,2404895,,,68481453,,0,,
12958,12958,137681349.0,"Дом по адресу Парковая 13-я ул., д.30",,Tanya_3764,,,2008,,2048816,3,0,,2272,0,2272,,,,2048929,,0,0,,,2404897,,,68481453,,0,,
12960,12960,137681351.0,ЛУХМАНОВСКАЯ 13А,,Tanya_3764,,,2007,,2048815,3,0,,2799,0,2799,,,,2048929,,0,0,,,2404899,,,68481453,,0,,
12961,12961,137681352.0,ПЕРМСКАЯ 11А,,adm20180821,Нет техпаспорта МосгорБТИ,,1980,,2048798,1,0,,485,0,485,,,,2048935,,0,0,,,2404900,,,68481453,,0,,
12962,12962,137681353.0,ПЕРМСКАЯ 11А,,adm20180821,Нет техпаспорта МосгорБТИ,,1985,,2048798,1,0,,458,0,458,,,,2048935,,0,0,,,2404901,,,68481453,,0,,
12963,12963,137681354.0,ПЕРМСКАЯ 11А,,adm20180821,Нет техпаспорта МосгорБТИ,,1990,,2048798,1,0,,866,0,866,,,,2048935,,0,0,,,2404902,,,68481453,,0,,
12964,12964,137681355.0,ПЕРМСКАЯ 11А,,adm20180821,Нет техпаспорта МосгорБТИ,,1980,,2048798,1,0,,264,0,264,,,,2048928,,0,0,,,2404903,,,68481453,,0,,
12965,12965,137681356.0,СУЗДАЛЬСКАЯ 25А,,Tanya_3764,,,2006,,2048798,1,0,,1876,0,1876,,,,2048941,,0,0,,,2404904,,,68481453,,0,,
12966,12966,137681357.0,СУЗДАЛЬСКАЯ 25А,,Tanya_3764,,,2006,,2048798,1,0,,1696,0,1696,,,,2048941,,0,0,,,2404905,,,68481453,,0,,
12967,12967,137681358.0,СУЗДАЛЬСКАЯ 25А,,Tanya_3764,,,2006,,2048798,1,0,,39,0,39,,,,2048941,,0,0,,,2404906,,,68481453,,0,,
12968,12968,137681359.0,СУЗДАЛЬСКАЯ 25А,,Tanya_3764,,,2006,,2048798,1,0,,33,0,33,,,,2048941,,0,0,,,2404907,,,68481453,,0,,
12969,12969,137681360.0,ЛУХМАНОВСКАЯ 27,,adm20180821,Нет техпаспорта МосгорБТИ,,2007,,2048798,1,0,,21,0,21,,,,2048929,,0,0,,,2404908,,,68481453,,0,,
12970,12970,137681361.0,ЛУХМАНОВСКАЯ 27,,adm20180821,Нет техпаспорта МосгорБТИ,,2007,,2048798,1,0,,24,0,24,,,,2048929,,0,0,,,2404909,,,68481453,,0,,
12971,12971,137681362.0,ЛУХМАНОВСКАЯ 18А,,Tanya_3764,,,2007,,2048744,3,0,,2926,0,2926,,,,2048929,,0,0,,,2404910,,,68481453,,0,,
12972,12972,137681363.0,БОЛЬШАЯ ЧЕРКИЗОВСКАЯ 24А,,Tanya_3764,,,1962,,2048798,1,0,,809,0,809,,,,2048928,,0,0,,,2404911,,,68481453,,0,,
12973,12973,137681364.0,БОЛЬШАЯ ЧЕРКИЗОВСКАЯ 24А,,Tanya_3764,,,1972,,2048798,1,0,,262,0,262,,,,2048928,,0,0,,,2404912,,,68481453,,0,,
12974,12974,137681365.0,БОЛЬШАЯ ЧЕРКИЗОВСКАЯ 24А,,Tanya_3764,,,1980,,2048798,1,0,,186,0,186,,,,2048928,,0,0,,,2404913,,,68481453,,0,,
12975,12975,137681366.0,БОЛЬШАЯ ЧЕРКИЗОВСКАЯ 24А,,Tanya_3764,,,1990,,2048798,1,0,,355,0,355,,,,2048930,,0,0,,,2404914,,,68481453,,0,,
12976,12976,137681367.0,БОЛЬШАЯ ЧЕРКИЗОВСКАЯ 24А,,Tanya_3764,,,1990,,2048798,1,0,,117,0,117,,,,2048930,,0,0,,,2404915,,,68481453,,0,,
12977,12977,137681368.0,БОЛЬШАЯ ЧЕРКИЗОВСКАЯ 24А,,Tanya_3764,,,1990,,2048798,1,0,,14,0,14,,,,2048928,,0,0,,,2404916,,,68481453,,0,,
12978,12978,137681369.0,КРАСНОБОГАТЫРСКАЯ 9,,adm20180821,Нет техпаспорта МосгорБТИ,,2007,,2048798,1,0,,20,0,20,,,,2048929,,0,0,,,2404919,,,68481453,,0,,
12979,12979,137681370.0,КРАСНОБОГАТЫРСКАЯ 9,,adm20180821,Нет техпаспорта МосгорБТИ,,2007,,2048798,1,0,,20,0,20,,,,2048929,,0,0,,,2404920,,,68481453,,0,,
12980,12980,137681371.0,"Дом по адресу Пугачевская 2-я ул., д.12, с.2",,adm20180821,Нет техпаспорта МосгорБТИ,,0,,2048912,1,0,,41,0,41,,,,2048929,,0,0,,,2404921,,,68481453,,0,,
12981,12981,137681372.0,"Дом по адресу Малое кольцо МЖД, 9-й км, д.7, с.2",,adm20180821,Нет техпаспорта МосгорБТИ,,1960,,2048798,1,0,,88,0,88,,,,2048935,,0,0,,,2404923,,,68481453,,0,,
12982,12982,137681373.0,"Дом по адресу Малое кольцо МЖД, 9-й км, д.7, с.5",,adm20180821,Нет техпаспорта МосгорБТИ,,1960,,2048798,1,0,,17,0,17,,,,2048935,,0,0,,,2404924,,,68481453,,0,,
12983,12983,137681374.0,"Дом по адресу Парковая 3-я ул., д.46, с.7",,adm20180821,Нет техпаспорта МосгорБТИ,,0,,2048912,1,0,,63,0,63,,,,2048928,,0,0,,,2404925,,,68481453,,0,,
12984,12984,137681375.0,ДМИТРИЕВСКОГО 14,,adm20180821,Нет техпаспорта МосгорБТИ,,2007,,2048912,3,0,,0,0,0,,,,2048930,,0,0,,,2404926,,,68481453,,0,,
12985,12985,137681376.0,ПРЕОБРАЖЕНСКИЙ ВАЛ 31А,,Tanya_3764,,,2005,,2048798,2,0,,456,0,456,,,,2048928,,0,0,,,2404928,,,68481453,,0,,
12986,12986,137681377.0,СТРОМЫНКА 17,,Tanya_3764,,,2009,,2048798,4,0,,11118,0,11118,,,,2048936,,0,0,,,2404929,,,68481453,,0,,
12988,12988,137681379.0,ЛУХМАНОВСКАЯ 15,,Tanya_3764,,,2007,,2048798,1,0,,220,0,220,,,,2048929,,0,0,,,2404931,,,68481453,,0,,
12989,12989,137681380.0,ЛУХМАНОВСКАЯ 15,,Tanya_3764,,,2007,,2048798,1,0,,219,0,219,,,,2048929,,0,0,,,2404932,,,68481453,,0,,
12990,12990,137681381.0,ТАГИЛЬСКАЯ 4,,Tanya_3764,,,1957,,2048912,1,0,,37,0,37,,,,2048928,,0,0,,,2404933,,,68481453,,0,,
12991,12991,137681382.0,МОНТАЖНАЯ 3,,Tanya_3764,,,2008,,2048798,5,0,,8285,0,8285,,,,2048941,,2,0,,,2404934,,,68481453,,0,,
12992,12992,137681383.0,"Дом по адресу Рыбинская 1-я ул., д.1",,Tanya_3764,,,1979,,2048798,3,0,,1686,0,1686,,,,2048928,,0,0,,,2404935,,,68481453,,0,,
12993,12993,137681384.0,"Дом по адресу Рыбинская 1-я ул., д.1, с.2",,Tanya_3764,,,1976,,2048798,1,0,,1091,0,1091,,,,2048928,,0,0,,,2404936,,,68481453,,0,,
12994,12994,137681385.0,"Дом по адресу Рыбинская 1-я ул., д.1, с.1",,Tanya_3764,,,1976,,2048798,1,0,,793,0,793,,,,2048928,,0,0,,,2404937,,,68481453,,0,,
12995,12995,137681386.0,"Дом по адресу Рыбинская 1-я ул., д.1, с.3",,Tanya_3764,,,1985,,2048798,3,0,,2984,0,2984,,,,2048929,,0,0,,,2404938,,,68481453,,0,,
12996,12996,137681387.0,"Дом по адресу Рыбинская 1-я ул., д.1, с.4",,Tanya_3764,,,1917,,2048798,1,0,,1623,0,1623,,,,2048928,,0,0,,,2404939,,,68481453,,0,,
12997,12997,137681388.0,ТАГИЛЬСКАЯ 4,,Tanya_3764,,,1965,,2048912,1,0,,47,0,47,,,,2048928,,0,0,,,2404940,,,68481453,,0,,
12998,12998,137681389.0,БАЙКАЛЬСКАЯ 18А,,Tanya_3764,,,2008,,2048798,1,0,,2480,0,2480,,,,2048929,,0,0,,,2404941,,,68481453,,0,,
12999,12999,137681390.0,РУДНЕВКА 19,,Tanya_3764,,,2010,,2048798,2,0,,4121,0,4121,,,,2048936,,2,0,,,2404942,,,68481453,,1,,
13000,13000,137681391.0,ЛУХМАНОВСКАЯ 15,,adm20180821,Нет техпаспорта МосгорБТИ,,2008,,2048798,1,0,,24,0,24,,,,2048929,,0,0,,,2404943,,,68481453,,0,,
13001,13001,137681392.0,ЛУХМАНОВСКАЯ 15,,adm20180821,Нет техпаспорта МосгорБТИ,,2008,,2048798,1,0,,24,0,24,,,,2048929,,0,0,,,2404944,,,68481453,,0,,
13002,13002,137681393.0,ЛУХМАНОВСКАЯ 15,,adm20180821,Нет техпаспорта МосгорБТИ,,2008,,2048798,1,0,,20,0,20,,,,2048930,,0,0,,,2404945,,,68481453,,0,,
13003,13003,137681394.0,ЛУХМАНОВСКАЯ 17,,adm20180821,Нет техпаспорта МосгорБТИ,,2008,,2048798,1,0,,21,0,21,,,,2048930,,0,0,,,2404946,,,68481453,,0,,
13007,13007,137681398.0,"Дом по адресу Рыбинская 2-я ул., д.21, с.17",,adm20180821,Нет техпаспорта МосгорБТИ,,1982,,2048798,1,0,,404,0,404,,,,2048935,,0,0,,,2404956,,,68481453,,0,,
13008,13008,137681399.0,"Дом по адресу Рыбинская 2-я ул., д.21, с.15",,adm20180821,Нет техпаспорта МосгорБТИ,,1960,,2048798,1,0,,180,0,180,,,,2048935,,0,0,,,2404957,,,68481453,,0,,
13009,13009,137681400.0,"Дом по адресу Рыбинская 2-я ул., д.21, с.7",,adm20180821,Нет техпаспорта МосгорБТИ,,1973,,2048798,1,0,,27,0,27,,,,2048928,,0,0,,,2404958,,,68481453,,0,,
13010,13010,137681401.0,"Дом по адресу Рыбинская 2-я ул., д.21, с.4",,adm20180821,Нет техпаспорта МосгорБТИ,,1969,,2048798,1,0,,733,0,733,,,,2048928,,0,0,,,2404959,,,68481453,,0,,
13011,13011,137681402.0,ЛУХМАНОВСКАЯ 10А,,Tanya_3764,,,2008,,2048798,3,0,,1606,0,1606,,,,2048929,,0,0,,,2404960,,,68481453,,0,,
13012,13012,137681403.0,МЕДВЕДЕВА 10,,Tanya_3764,,,2010,,2048798,2,0,,4739,0,4739,,,,2048936,,0,0,,,2404961,,,68481453,,0,,
13013,13013,137681404.0,ЛУХМАНОВСКАЯ 19А,,Tanya_3764,,,2008,,2048798,3,0,,2215,0,2215,,,,2048936,,0,0,,,2404962,,,68481453,,0,,
13014,13014,137681405.0,БОЛЬШАЯ КОСИНСКАЯ 29,,Tanya_3764,,,2005,,2048798,1,0,,82,0,82,,,,2048928,,0,0,,,2404963,,,68481453,,0,,
13015,13015,137681406.0,БОЛЬШАЯ КОСИНСКАЯ 29,,Tanya_3764,,,2005,,2048798,2,0,,175,0,175,,,,2048928,,0,0,,,2404964,,,68481453,,0,,
13016,13016,137681407.0,"Дом по адресу Рыбинская 2-я ул., д.21, с.2",,Tanya_3764,,,1952,,2048798,1,0,,563,0,563,,,,2048928,,0,0,,,2404965,,,68481453,,0,,
13017,13017,137681408.0,"Дом по адресу Рыбинская 2-я ул., д.21, с.9",,Tanya_3764,,,1973,,2048798,2,0,,391,0,391,,,,2048928,,0,0,,,2404966,,,68481453,,0,,
13018,13018,137681409.0,"Дом по адресу Рыбинская 2-я ул., д.21, с.8",,Tanya_3764,,,1972,,2048798,2,0,,950,0,950,,,,2048928,,0,0,,,2404967,,,68481453,,0,,
13019,13019,137681410.0,ТАГИЛЬСКАЯ 4,,Tanya_3764,,,1960,,2048912,1,0,,71,0,71,,,,2048928,,0,0,,,2404968,,,68481453,,0,,
13020,13020,137681411.0,ТАГИЛЬСКАЯ 4,,Tanya_3764,,,1967,,2048912,1,0,,449,0,449,,,,2048928,,0,0,,,2404969,,,68481453,,0,,
13021,13021,137681412.0,ТАГИЛЬСКАЯ 4,,Tanya_3764,,,1969,,2048912,3,0,,99,0,99,,,,2048928,,0,0,,,2404970,,,68481453,,0,,
13022,13022,137681413.0,ТАГИЛЬСКАЯ 4,,Tanya_3764,,,1939,,2048912,1,0,,214,0,214,,,,2048928,,0,0,,,2404971,,,68481453,,0,,
13023,13023,137681414.0,ТАГИЛЬСКАЯ 4,,Tanya_3764,,,1966,,2048912,1,0,,51,0,51,,,,2048928,,0,0,,,2404972,,,68481453,,0,,
13024,13024,137681415.0,ПЕРМСКАЯ 11,,adm20180821,Нет техпаспорта МосгорБТИ,,1998,,2048798,1,0,,58,0,58,,,,2048935,,0,0,,,2404973,,,68481453,,0,,
13025,13025,137681416.0,ПЕРМСКАЯ 11,,adm20180821,Нет техпаспорта МосгорБТИ,,1998,,2048798,1,0,,58,0,58,,,,2048935,,0,0,,,2404974,,,68481453,,0,,
13026,13026,137681417.0,ПЕРМСКАЯ 11,,adm20180821,Нет техпаспорта МосгорБТИ,,1998,,2048798,1,0,,58,0,58,,,,2048935,,0,0,,,2404975,,,68481453,,0,,
13027,13027,137681418.0,ПЕРМСКАЯ 11,,adm20180821,Нет техпаспорта МосгорБТИ,,1998,,2048798,1,0,,58,0,58,,,,2048935,,0,0,,,2404976,,,68481453,,0,,
13028,13028,137681419.0,ПЕРМСКАЯ 11,,adm20180821,Нет техпаспорта МосгорБТИ,,1998,,2048798,1,0,,58,0,58,,,,2048935,,0,0,,,2404977,,,68481453,,0,,
13029,13029,137681420.0,ПЕРМСКАЯ 11,,adm20180821,Нет техпаспорта МосгорБТИ,,1998,,2048798,1,0,,111,0,111,,,,2048935,,0,0,,,2404978,,,68481453,,0,,
13030,13030,137681421.0,ПЕРМСКАЯ 11,,adm20180821,Нет техпаспорта МосгорБТИ,,1998,,2048798,1,0,,95,0,95,,,,2048935,,0,0,,,2404979,,,68481453,,0,,
13031,13031,137681422.0,ПЕРМСКАЯ 11,,adm20180821,Нет техпаспорта МосгорБТИ,,1992,,2048798,1,0,,946,0,946,,,,2048935,,0,0,,,2404980,,,68481453,,0,,
13032,13032,137681423.0,ТАГИЛЬСКАЯ 4,,adm20180821,Нет техпаспорта МосгорБТИ,,0,,2048912,1,0,,4,0,4,,,,2048928,,0,0,,,2405053,,,68481453,,0,,
13033,13033,137681424.0,ПРЕОБРАЖЕНСКАЯ 2,,adm20180821,Нет техпаспорта МосгорБТИ,,2002,,2048912,1,0,,0,0,0,,,,2048929,,0,0,,,2405054,,,68481453,,0,,
13034,13034,137681425.0,СУВОРОВСКАЯ 7,,adm20180821,Нет техпаспорта МосгорБТИ,,0,,2048912,1,0,,123,0,123,,,,2048928,,0,0,,,2405055,,,68481453,,0,,
13036,13036,137681427.0,КРАСНОБОГАТЫРСКАЯ 14,,Tanya_3764,,,2008,,2048798,4,0,,18977,0,18977,,,,2048930,,0,0,,,2405057,,,68481453,,0,,
13037,13037,137681428.0,РУДНЕВКА 5,,Tanya_3764,,,2009,,2048798,2,0,,4136,0,4136,,,,2048936,,0,0,,,2405058,,,68481453,,0,,
13038,13038,137681429.0,СВЯТООЗЕРСКАЯ 12,,Tanya_3764,,,2009,,2048798,2,0,,2488,0,2488,,,,2048936,,2,0,,,2405059,,,68481453,,0,,
13039,13039,137681430.0,ДМИТРИЕВСКОГО 21,,Tanya_3764,,,2009,,2048798,2,0,,1633,0,1633,,,,2048936,,1,1,,,2405060,,,68481453,,0,,
13040,13040,137681431.0,СВЯТООЗЕРСКАЯ 28,,Tanya_3764,,,2010,,2048798,2,0,,2534,0,2534,,,,2048936,,1,0,,,2405061,,,68481453,,1,,
13041,13041,137681432.0,ПЕРМСКАЯ 3,,Tanya_3764,,,1963,,2048798,1,0,,27,0,27,,,,2048928,,0,0,,,2405062,,,68481453,,0,,
13042,13042,137681433.0,ПЕРМСКАЯ 3,,Tanya_3764,,,1963,,2048798,2,0,,36,0,36,,,,2048928,,0,0,,,2405063,,,68481453,,0,,
13043,13043,137681434.0,ПЕРМСКАЯ 3,,adm20180821,Нет техпаспорта МосгорБТИ,,1985,,2048912,1,0,,305,0,305,,,,2048935,,0,0,,,2405064,,,68481453,,0,,
13044,13044,137681435.0,СОКОЛЬНИЧЕСКИЙ ВАЛ 37/10,,adm20180821,Нет техпаспорта МосгорБТИ,,1976,,2048912,1,0,,338,0,338,,,,2048928,,0,0,,,2405065,,,68481453,,0,,
13045,13045,137681436.0,СОКОЛЬНИЧЕСКИЙ ВАЛ 37/10,,adm20180821,Нет техпаспорта МосгорБТИ,,1958,,2048912,1,0,,430,0,430,,,,2048935,,0,0,,,2405066,,,68481453,,0,,
13046,13046,137681437.0,СОКОЛЬНИЧЕСКИЙ ВАЛ 37/10,,adm20180821,Нет техпаспорта МосгорБТИ,,1955,,2048912,1,0,,12,0,12,,,,2048928,,0,0,,,2405067,,,68481453,,0,,
13047,13047,137681438.0,СВЯТООЗЕРСКАЯ 10,,Tanya_3764,,,2008,,2048798,4,0,,6222,0,6222,,,,2048930,,1,2,,,2405068,,,68481453,,0,,
13048,13048,137681439.0,ПРЕОБРАЖЕНСКИЙ ВАЛ 25А,,Tanya_3764,,,1970,,2048912,1,0,,117,0,117,,,,2048933,,0,0,,,2405069,,,68481453,,0,,
13049,13049,137681440.0,ПРЕОБРАЖЕНСКИЙ ВАЛ 25А,,Tanya_3764,,,1970,,2048912,1,0,,106,0,106,,,,2048933,,0,0,,,2405070,,,68481453,,0,,
13050,13050,137681441.0,ПРЕОБРАЖЕНСКИЙ ВАЛ 25А,,Tanya_3764,,,1970,,2048912,1,0,,119,0,119,,,,2048933,,0,0,,,2405071,,,68481453,,0,,
13051,13051,137681442.0,ПРЕОБРАЖЕНСКИЙ ВАЛ 25А,,Tanya_3764,,,1970,,2048912,1,0,,154,0,154,,,,2048933,,0,0,,,2405072,,,68481453,,0,,
13052,13052,137681443.0,ПРЕОБРАЖЕНСКИЙ ВАЛ 25А,,adm20180821,Нет техпаспорта МосгорБТИ,,1970,,2048912,1,0,,70,0,70,,,,2048933,,0,0,,,2405073,,,68481453,,0,,
13053,13053,137681444.0,БОЛЬШАЯ КОСИНСКАЯ 29,,Tanya_3764,,,2007,,2048798,1,0,,4,0,4,,,,2048928,,0,0,,,2405074,,,68481453,,0,,
13054,13054,137681445.0,БОЛЬШАЯ КОСИНСКАЯ 29,,Tanya_3764,,,1998,,2048798,2,0,,255,0,255,,,,2048928,,0,0,,,2405075,,,68481453,,0,,
13055,13055,137681446.0,БОЛЬШАЯ КОСИНСКАЯ 29,,Tanya_3764,,,1995,,2048798,2,0,,762,0,762,,,,2048928,,0,0,,,2405076,,,68481453,,0,,
13056,13056,137681447.0,УРАЛЬСКАЯ 19А,,Tanya_3764,,,2008,,2048798,2,0,,1987,0,1987,,,,2048930,,1,0,,,2405077,,,68481453,,0,,
13062,13062,137681453.0,БОЛЬШАЯ КОСИНСКАЯ 29,,Tanya_3764,,,2001,,2048798,1,0,,14,0,14,,,,2048931,,0,0,,,2405083,,,68481453,,0,,
13063,13063,137681454.0,КРАСНОБОГАТЫРСКАЯ 38,,adm20180821,Нет техпаспорта МосгорБТИ,,1974,,2048912,1,0,,297,0,297,,,,2048935,,0,0,,,2405084,,,68481453,,0,,
13064,13064,137681455.0,КРАСНОБОГАТЫРСКАЯ 38,,adm20180821,Нет техпаспорта МосгорБТИ,,1974,,2048912,1,0,,250,0,250,,,,2048935,,0,0,,,2405085,,,68481453,,0,,
13065,13065,137681456.0,КРАСНОБОГАТЫРСКАЯ 38,,adm20180821,Нет техпаспорта МосгорБТИ,,1974,,2048912,1,0,,178,0,178,,,,2048935,,0,0,,,2405086,,,68481453,,0,,
13066,13066,137681457.0,КРАСНОБОГАТЫРСКАЯ 38,,adm20180821,Нет техпаспорта МосгорБТИ,,1974,,2048912,1,0,,436,0,436,,,,2048935,,0,0,,,2405087,,,68481453,,0,,
13067,13067,137681458.0,КРАСНОБОГАТЫРСКАЯ 38,,adm20180821,Нет техпаспорта МосгорБТИ,,1976,,2048912,1,0,,83,0,83,,,,2048928,,0,0,,,2405088,,,68481453,,0,,
13068,13068,137681459.0,КРАСНОБОГАТЫРСКАЯ 38,,adm20180821,Нет техпаспорта МосгорБТИ,,1970,,2048912,1,0,,332,0,332,,,,2048935,,0,0,,,2405089,,,68481453,,0,,
13069,13069,137681460.0,КРАСНОБОГАТЫРСКАЯ 38,,adm20180821,Нет техпаспорта МосгорБТИ,,1978,,2048912,1,0,,64,0,64,,,,2048935,,0,0,,,2405090,,,68481453,,0,,
